146,3,431,0,6,5,2,4
258,247,138,231,243,168,1,2
375,348,460,226,257,371,209,452
387,256,426,493,492,45,432,279
288,0,143,290,371,489,449,72
22,167,155,12,117,247,96,4
319,364,263,445,212,129,184,0
401,42,142,308,487,466,217,1
234,204,184,199,434,436,400,0
107,39,463,244,2,7,1,0
246,151,181,76,240,1,0,3
465,249,33,149,378,433,370,3
43,13,129,64,77,365,127,6
220,13,12,58,198,40,88,5
176,440,350,486,192,8,411,5
320,409,260,257,483,363,61,7
118,163,169,44,57,170,201,4
90,508,267,478,29,358,150,197
362,144,194,88,244,279,4,111
204,139,57,459,81,489,476,6
487,91,234,35,191,356,437,215
62,208,392,61,130,60,220,266
126,287,263,134,327,415,131,3
101,160,155,69,250,417,248,7
