35,18,96,104,1,4,3,5
14,356,89,48,257,141,181,86
119,100,16,11,200,262,43,254
476,454,489,428,490,361,31,217
460,1,109,204,165,238,156,67
110,0,228,455,103,214,63,359
140,31,173,178,1,216,417,22
510,476,369,393,73,4,414,243
475,453,158,39,38,383,188,0
332,272,2,232,4,6,5,487
469,147,100,132,447,0,397,365
70,118,26,121,6,215,237,171
401,120,90,321,462,436,451,234
475,11,21,206,216,2,5,56
471,246,203,152,202,106,3,0
226,391,479,1,14,176,15,107
466,43,331,475,313,110,131,1
512,372,486,2,83,114,92,105
338,24,451,247,204,57,419,3
145,464,49,402,198,178,403,3
20,204,28,463,410,405,375,365
468,377,459,496,143,432,196,176
336,27,168,201,82,385,0,1
25,479,110,375,379,92,234,116
