207,436,363,2,7,505,1,233
394,369,2,384,43,83,6,0
253,200,16,189,171,76,224,213
22,116,153,226,21,121,7,4
250,30,165,2,57,204,246,111
491,5,85,8,164,230,218,124
485,0,3,245,1,28,118,240
323,343,263,34,168,192,6,5
380,473,146,4,3,475,414,5
49,185,0,506,99,1,464,5
0,52,439,248,5,3,4,1
470,80,3,1,467,383,332,0
6,2,490,294,300,306,245,218
137,506,13,150,35,127,243,6
7,434,115,18,49,519,42,155
46,421,258,134,3,464,146,409
150,31,471,52,489,132,73,0
52,75,368,175,110,24,91,1
223,2,359,1,3,0,154,191
289,269,40,9,234,199,38,224
510,3,457,7,86,262,2,6
208,5,0,1,6,2,4,92
235,1,453,168,223,20,42,2
1,294,2,6,7,0,3,387
