135,105,74,5,7,2,6,0
260,103,164,2,7,4,5,0
254,404,265,9,225,2,3,4
373,65,440,255,2,4,497,481
2,1,0,207,113,432,136,141
26,263,5,341,447,91,6,3
1,120,4,6,233,370,152,194
101,200,113,127,234,202,4,1
71,16,175,18,253,13,149,212
255,403,5,96,181,231,208,141
365,153,2,4,3,242,6,1
7,252,248,5,407,209,76,38
177,6,5,85,462,467,75,51
0,211,7,255,160,19,182,32
2,1,324,230,78,27,261,410
363,404,261,2,409,49,255,191
133,344,152,241,199,25,494,108
101,165,76,483,321,243,359,241
440,1,367,248,0,6,5,2
1,184,34,275,0,502,3,492
273,479,172,202,0,1,228,105
191,176,163,24,102,353,7,249
172,169,513,486,3,231,222,145
215,431,210,0,237,5,69,161
