34,222,85,4,0,2,7,3
158,255,14,510,456,48,382,97
249,69,77,62,110,96,199,65
4,392,211,498,149,6,70,148
221,431,329,13,188,438,455,71
52,1,329,72,252,493,267,171
402,396,215,3,1,2,0,5
178,122,362,17,483,199,498,414
190,477,359,309,56,120,3,408
214,478,164,249,353,161,3,4
458,260,315,47,499,209,253,5
36,473,195,127,496,69,1,183
176,51,408,62,340,332,70,1
139,289,4,6,2,3,5,0
177,413,392,183,440,488,229,4
44,191,297,462,6,4,2,5
118,97,151,378,448,25,157,490
262,203,18,473,16,28,465,2
473,362,373,337,313,149,232,226
502,403,180,495,197,172,295,3
19,159,254,67,496,230,113,4
15,466,389,151,192,176,388,3
426,501,188,189,283,85,413,32
21,195,76,429,165,193,32,266
