178,3,30,200,0,7,2,1
187,252,167,244,209,2,3,7
105,99,247,119,5,1,4,0
48,74,77,179,15,156,39,4
15,226,20,61,167,210,4,3
262,164,2,0,4,7,245,1
205,189,4,1,7,0,148,3
239,6,150,172,99,0,1,3
147,246,186,12,5,0,6,4
37,188,197,0,16,5,4,7
36,199,235,155,1,2,4,237
75,6,12,5,57,263,4,2
1,244,219,2,56,177,0,4
48,6,218,4,183,16,234,91
92,3,5,127,106,159,7,1
14,198,181,177,110,56,24,20
2,1,34,95,6,223,3,7
176,153,218,165,7,4,5,3
85,228,7,0,119,3,192,2
108,49,174,139,13,59,18,135
130,147,2,116,56,71,96,3
146,109,6,183,129,1,7,0
50,37,5,3,130,59,39,98
137,145,3,139,4,7,5,0
