4,143,39,5,7,2,6,0
94,168,44,6,191,258,2,1
172,143,91,6,3,174,1,2
0,150,6,3,1,8,172,4
247,76,250,116,5,7,3,1
227,0,7,103,3,2,5,39
1,2,5,125,207,101,10,53
201,228,150,2,7,1,4,98
111,259,243,211,138,7,0,4
165,6,160,4,7,2,217,212
3,83,93,13,37,106,223,99
201,139,219,70,23,96,5,3
3,238,7,56,6,1,41,204
4,176,223,224,132,259,160,201
260,1,141,213,70,2,6,0
131,12,257,4,1,0,50,195
120,252,56,4,127,22,7,5
36,3,78,5,52,4,6,0
82,63,112,107,0,5,2,73
7,5,59,3,83,4,6,1
5,30,210,3,259,1,72,37
64,6,30,5,148,1,60,4
212,8,38,2,97,166,0,5
260,158,48,226,2,187,50,5
