77,2,7,3,0,1,6,4
216,115,1,4,164,6,3,2
147,39,16,200,55,242,168,3
125,187,0,53,18,15,73,1
14,1,241,4,122,22,107,119
166,6,3,7,1,0,239,107
2,104,177,141,6,3,4,67
258,5,0,217,69,240,10,155
119,217,51,2,199,5,3,4
88,95,233,254,213,116,6,59
6,2,4,164,232,187,78,170
2,0,5,6,7,1,4,12
7,231,94,131,141,4,2,0
26,211,251,249,77,201,259,7
127,1,82,251,220,0,4,66
2,7,3,154,13,221,72,70
156,253,196,38,39,86,152,47
43,3,129,1,39,58,37,146
38,4,116,138,0,151,42,183
173,26,195,194,5,4,3,1
1,202,148,107,7,6,2,0
118,39,219,158,44,0,4,154
228,5,158,186,7,3,135,201
5,3,196,262,238,2,6,1
