5,6,0,259,2,3,4,1
120,0,2,228,3,5,7,6
55,61,175,4,41,3,7,64
7,148,40,49,5,0,1,4
208,0,131,5,175,1,2,3
221,159,4,7,216,0,5,161
4,95,5,3,2,1,215,24
44,4,211,107,1,7,167,57
166,132,6,3,4,55,110,107
4,2,6,0,219,184,149,14
219,5,250,113,41,3,6,119
4,255,0,259,113,119,5,127
189,262,185,10,31,243,162,6
155,258,159,92,5,144,143,0
257,144,15,34,1,7,3,129
191,106,228,56,151,5,4,83
4,6,52,7,0,2,5,107
45,32,6,2,167,4,1,30
51,191,204,6,0,5,161,7
182,7,11,2,4,1,3,25
128,186,4,180,5,3,2,7
66,126,227,39,79,5,2,3
97,263,61,2,139,148,140,4
58,71,239,15,170,163,193,1
