156,75,227,70,194,60,6,1
214,125,154,121,11,111,136,9
248,234,67,3,0,5,6,30
0,130,2,160,147,92,205,237
150,5,3,11,196,4,2,137
104,222,255,82,12,122,67,109
101,241,22,251,112,95,63,225
172,29,186,132,219,2,62,239
246,146,86,90,101,16,130,1
78,235,202,28,262,153,30,237
251,225,61,104,258,202,262,54
131,83,205,31,182,25,49,0
221,64,20,127,155,159,83,5
123,92,86,112,221,159,0,2
262,202,95,156,53,193,98,1
196,220,221,238,223,193,226,148
173,30,193,244,47,91,3,4
78,9,63,209,208,200,79,133
193,177,127,110,159,14,85,168
225,235,25,232,80,251,151,2
259,235,251,23,18,214,79,227
56,244,139,216,29,181,57,5
147,196,130,17,138,50,60,6
117,149,139,125,144,251,15,0
