0,203,171,111,5,7,1,2
230,26,246,1,3,4,5,6
7,220,4,3,106,164,0,2
180,201,10,2,120,167,1,7
40,0,6,4,84,1,7,90
171,211,6,153,7,136,4,0
100,113,5,182,1,7,193,33
102,6,141,192,177,72,43,131
150,190,2,5,50,6,3,44
2,245,30,108,52,44,158,1
207,252,250,188,215,163,259,4
7,1,3,2,6,5,73,170
143,26,4,2,183,163,44,3
1,226,2,7,24,68,106,75
227,165,7,4,6,0,45,3
226,66,232,187,2,0,201,121
59,183,221,131,158,2,10,44
244,36,128,155,53,194,2,184
66,75,119,69,3,125,107,199
48,243,49,131,3,2,5,1
43,190,244,144,129,7,0,1
5,107,176,216,224,6,4,1
128,257,2,3,7,6,5,1
1,235,110,80,2,3,0,6
