38,1,238,201,146,6,3,2
272,479,483,7,510,6,5,0
237,615,588,593,558,301,559,0
370,722,262,630,456,30,319,1
114,46,78,7,341,771,0,196
49,212,241,258,31,106,165,3
131,363,476,12,574,145,726,4
761,5,7,2,531,6,3,536
78,3,2,1,4,6,126,0
454,677,172,443,637,526,0,3
744,6,692,7,2,1,644,0
7,113,5,483,1,725,455,577
1,482,8,6,623,37,231,42
564,436,3,666,6,553,42,0
588,761,3,411,542,5,528,410
293,485,3,2,4,639,680,5
305,608,282,542,5,3,59,0
4,2,262,560,77,197,119,1
199,626,83,710,591,4,181,566
244,0,123,695,460,61,147,181
89,46,658,579,459,171,288,670
581,248,621,222,683,29,696,571
584,158,756,343,85,65,658,7
145,195,2,417,6,599,85,645
