413,303,497,6,3,0,5,7
168,767,54,252,123,20,4,3
315,229,24,42,689,22,84,136
40,253,59,67,773,220,316,87
152,493,2,208,1,5,0,6
350,505,199,193,574,595,667,6
64,0,1,43,2,570,563,4
670,184,362,269,373,517,239,485
17,389,73,438,495,487,728,106
742,285,484,106,262,386,5,334
1,124,659,51,4,173,5,3
382,129,109,775,152,668,168,1
72,160,676,665,73,138,58,289
128,494,263,533,730,599,55,6
770,287,590,235,187,100,699,7
219,245,60,66,79,94,236,1
309,710,493,581,109,262,638,5
58,14,180,18,263,59,417,3
770,681,729,19,591,156,645,3
486,22,42,599,353,230,147,457
207,113,200,85,709,130,106,168
280,175,232,692,592,257,437,7
262,109,207,362,435,379,52,0
722,604,262,628,2,6,0,1
