4,495,317,465,2,1,7,5
50,762,227,547,666,165,526,109
209,362,15,316,11,353,753,318
2,240,3,147,16,682,169,714
391,97,696,414,175,703,585,35
1,356,748,662,466,126,461,416
153,438,758,587,279,364,441,585
239,31,401,52,306,247,3,22
149,694,127,766,6,631,406,489
709,245,151,421,134,0,1,588
51,23,644,346,221,1,2,0
517,133,544,138,533,23,1,5
706,518,202,555,5,1,3,0
197,42,151,404,756,476,9,3
441,606,207,205,46,125,0,82
411,256,760,21,512,175,115,1
77,303,116,411,556,361,192,0
403,604,281,764,291,438,307,435
174,292,382,552,37,210,280,324
453,164,626,604,216,528,287,264
705,190,256,447,494,464,699,4
433,190,65,271,145,645,578,0
570,337,399,392,605,32,453,87
35,208,263,109,101,98,52,757
