34,222,85,4,0,2,7,3
539,693,382,656,97,651,574,584
345,386,326,322,548,243,711,433
449,4,314,747,714,100,319,321
541,416,86,212,135,234,577,534
373,1,607,0,745,81,5,178
656,1,362,717,226,750,128,553
613,229,258,111,649,34,302,0
327,154,120,135,1,2,4,564
46,261,129,245,109,154,25,404
528,378,497,404,490,412,741,1
84,347,559,588,592,223,172,0
582,350,368,549,415,208,1,2
270,64,674,219,38,97,120,2
28,244,225,644,506,26,286,6
276,150,434,56,350,5,742,460
38,272,331,580,143,220,419,0
595,486,253,293,504,324,90,665
623,723,509,274,448,379,0,5
758,556,117,85,92,533,401,5
51,133,304,660,462,731,715,6
578,371,321,265,510,180,70,7
229,714,154,385,60,420,465,3
48,453,656,446,80,426,249,367
