718,29,294,419,754,214,0,1
115,209,96,560,764,30,174,753
198,197,749,62,679,617,712,96
49,143,195,20,192,420,300,139
440,280,15,242,322,0,475,124
115,118,391,365,358,2,294,1
453,487,761,478,2,3,0,76
96,298,49,1,264,25,470,564
65,100,85,154,2,5,143,237
607,138,98,214,239,13,121,3
40,282,684,223,298,172,1,5
351,36,519,630,214,671,362,431
425,44,567,519,116,21,131,0
552,279,53,583,76,94,260,423
512,242,120,217,31,563,416,2
27,13,260,701,391,750,772,580
373,37,189,712,384,71,249,109
128,238,195,395,255,237,716,5
29,533,645,296,169,614,172,676
197,765,176,103,640,610,759,4
471,693,190,548,50,136,236,337
105,626,606,554,455,707,216,6
141,176,689,633,754,262,3,2
383,655,216,285,386,162,288,6
