453,330,69,161,275,477,2,7
178,221,197,138,318,198,130,67
23,280,325,431,378,476,46,3
186,432,231,247,510,402,517,6
24,172,87,68,423,359,0,1
209,16,238,428,75,97,109,0
336,446,174,394,88,474,7,453
359,92,9,496,94,264,156,2
192,72,174,252,43,441,312,5
118,214,252,259,155,194,236,4
151,96,73,161,188,129,114,2
124,162,129,418,233,476,240,146
357,224,400,313,420,322,40,37
23,116,353,214,153,499,127,2
519,292,268,304,166,509,131,228
354,276,142,75,292,120,5,126
16,100,139,2,191,399,3,11
186,135,514,226,71,216,298,4
341,456,66,65,76,399,354,16
263,303,78,67,22,273,91,6
10,391,246,503,56,161,224,231
491,492,448,267,0,173,241,124
251,127,340,259,45,481,217,235
504,491,159,404,282,413,345,1
