225,157,91,465,160,413,244,2
189,72,333,324,173,8,200,6
195,225,44,77,394,190,334,4
86,186,124,8,350,252,83,213
254,96,356,381,426,295,58,6
388,84,13,92,29,228,477,457
8,94,21,153,162,208,60,1
411,487,272,68,3,467,27,198
132,334,195,79,11,188,212,216
442,411,436,302,509,151,45,69
370,255,441,100,126,33,133,436
289,91,194,213,24,241,423,69
110,167,32,36,343,156,374,138
19,456,339,318,180,501,231,350
353,36,443,440,6,376,368,61
66,127,325,343,441,244,23,460
17,307,340,364,207,135,102,501
465,185,81,353,31,140,5,397
89,68,28,230,253,81,158,7
495,357,235,129,284,203,134,4
514,365,390,472,476,321,427,122
413,299,180,377,139,102,373,325
349,360,51,372,230,222,143,375
392,407,314,493,93,24,83,3
