470,373,229,364,4,2,6,7
1,4,187,52,0,3,180,7
265,59,309,430,367,274,149,221
361,509,396,206,370,191,388,276
479,502,100,138,94,277,133,222
159,460,208,1,60,106,427,51
173,136,2,442,260,217,29,346
428,56,42,169,110,244,37,224
145,46,331,0,222,1,103,122
306,391,267,1,0,3,246,424
391,0,158,52,220,179,63,393
289,177,63,136,61,6,241,39
334,124,35,486,483,265,1,226
340,514,42,6,202,134,168,215
225,215,4,404,253,142,105,19
378,374,350,273,433,229,2,7
277,134,401,292,447,262,4,3
344,102,396,37,309,358,158,111
292,195,509,79,380,31,4,6
273,422,38,351,457,149,223,231
353,91,54,325,335,34,235,314
379,99,290,360,417,349,368,6
39,471,108,101,262,184,142,44
367,506,389,320,33,106,357,369
