211,240,109,276,279,249,222,1
142,183,118,467,189,116,176,4
482,95,285,470,112,490,378,7
393,459,509,6,512,296,506,415
61,83,519,469,502,215,26,6
105,501,176,38,295,96,302,3
374,135,355,407,383,160,6,254
380,360,149,518,100,506,467,3
335,495,272,410,373,27,511,4
291,165,437,277,326,338,402,1
258,211,419,32,399,234,356,322
392,268,507,449,434,495,3,517
81,460,394,505,221,410,99,415
380,289,376,422,455,412,34,321
32,451,331,296,15,317,20,194
100,235,416,441,449,394,57,210
192,479,301,507,404,459,379,0
331,326,32,84,269,327,3,385
426,171,329,225,71,501,489,29
366,125,311,318,219,47,349,300
225,240,491,6,265,303,65,320
29,291,150,400,125,332,359,506
389,26,388,169,303,98,431,330
456,146,223,245,227,4,191,402
