510,402,146,186,442,117,373,5
238,110,183,45,156,254,105,1
430,477,511,56,129,402,139,0
47,303,501,144,55,276,112,3
84,290,491,318,35,236,351,4
50,91,460,86,365,479,328,0
172,72,381,55,217,359,58,3
346,167,198,141,334,0,41,60
3,388,51,158,117,430,244,200
186,400,432,228,272,48,385,7
199,507,350,204,76,157,128,6
435,152,109,399,132,505,485,17
264,38,79,383,481,183,92,5
252,138,125,315,179,359,94,5
323,465,308,329,184,1,330,202
459,114,156,58,48,68,375,6
198,510,168,452,352,400,15,425
107,78,184,144,477,393,55,1
97,482,403,55,351,163,18,5
12,432,212,178,320,267,157,3
256,152,42,483,292,469,283,382
141,187,428,439,466,262,456,1
153,478,442,308,207,461,374,4
437,420,122,112,417,435,87,92
