340,393,453,48,161,2,477,3
58,87,222,198,33,174,1,7
482,126,175,33,311,70,4,386
143,24,203,199,33,171,36,85
71,243,155,125,497,176,57,4
496,227,34,488,455,89,516,510
109,108,484,184,347,254,247,372
160,14,267,466,422,158,125,238
442,142,173,198,303,193,342,0
321,317,158,70,153,141,51,7
376,175,420,70,113,330,228,5
205,325,463,19,114,380,234,270
304,132,12,298,349,429,70,3
110,77,355,142,460,126,307,98
441,226,67,212,405,30,61,3
511,91,158,118,497,471,495,7
225,254,340,189,259,378,165,0
308,434,150,44,426,280,193,319
228,315,514,233,479,169,185,0
81,186,170,39,78,24,93,5
159,185,502,298,477,426,428,311
19,302,410,249,190,127,84,337
511,215,223,352,262,133,102,220
457,442,51,386,41,131,447,118
