255,178,246,115,197,4,143,40
37,63,108,255,86,31,10,5
180,142,255,11,58,47,202,106
165,263,286,186,187,301,368,338
359,265,375,26,296,100,192,2
89,142,189,222,282,11,3,7
254,243,253,15,407,10,78,2
220,151,236,195,31,251,405,5
123,114,126,233,122,133,157,145
335,44,202,38,152,359,241,5
316,77,28,270,117,122,35,1
431,54,122,129,340,123,192,191
419,324,64,102,430,136,238,503
124,371,456,504,259,377,475,5
150,13,515,225,218,10,54,168
102,73,82,440,264,514,72,3
11,67,125,434,346,16,35,228
458,229,138,171,442,389,63,484
426,503,53,173,273,370,391,6
225,291,90,463,506,514,504,423
487,373,437,330,191,386,206,270
64,456,384,225,143,269,399,307
379,388,60,124,386,323,114,7
326,430,359,384,311,293,445,273
