4,495,317,465,2,1,7,5
153,218,223,177,250,35,154,14
489,470,484,504,449,195,490,162
3,6,19,38,4,7,215,338
457,98,497,12,237,66,79,311
6,498,376,359,486,476,109,339
176,43,105,400,289,124,508,216
419,342,442,407,163,489,1,2
76,119,272,197,384,503,3,7
347,160,427,499,215,34,6,3
116,157,196,98,442,190,160,517
179,253,175,6,2,0,1,7
416,504,353,372,178,351,248,4
219,473,362,382,430,174,123,6
91,360,247,106,186,32,254,311
505,333,313,28,380,240,368,169
190,65,179,267,483,150,475,0
109,209,55,281,60,387,56,2
66,302,12,246,86,503,454,5
215,69,386,203,277,475,26,1
457,397,255,155,412,406,167,5
136,426,120,183,209,83,266,1
315,364,33,255,221,155,6,0
44,83,408,372,409,425,88,1
