495,204,6,5,317,4,3,2
408,97,218,45,331,71,487,1
281,353,329,302,178,248,99,131
441,0,6,129,264,322,410,515
152,430,65,391,503,423,357,232
93,208,3,394,492,88,166,127
0,1,4,18,135,143,422,259
443,158,155,395,96,0,137,192
448,367,274,229,0,76,71,63
420,73,374,225,395,474,3,368
437,90,304,485,68,158,17,1
272,48,492,482,64,141,203,0
170,333,454,11,413,50,241,0
87,268,375,329,66,186,219,1
233,238,178,110,240,183,18,3
440,155,28,352,318,424,176,173
127,27,519,183,135,4,3,7
339,443,272,320,174,179,181,0
65,12,206,351,420,453,272,0
392,241,47,68,386,3,417,1
267,243,349,310,348,234,282,141
277,509,399,68,373,325,258,240
510,364,55,203,431,165,464,215
289,207,279,485,481,475,118,455
