62,67,312,4,0,2,7,3
456,27,181,382,144,139,62,72
345,72,322,386,326,36,199,433
87,217,503,0,14,377,26,89
3,329,475,128,440,214,383,418
222,3,147,466,0,1,4,2
483,217,405,20,351,228,324,147
298,492,448,44,484,0,70,256
229,27,371,410,5,16,413,202
320,272,398,326,409,390,36,0
400,291,289,508,5,463,145,150
423,405,165,204,372,287,9,6
4,23,216,182,86,193,0,6
98,410,413,352,381,325,120,1
439,165,158,263,431,205,380,6
187,12,463,13,83,80,255,5
45,143,482,72,106,50,456,4
325,457,342,307,422,373,69,5
6,507,513,420,144,192,35,4
259,121,465,118,112,9,62,64
498,9,489,3,242,219,226,4
444,146,283,191,202,325,72,446
304,470,127,297,411,132,85,3
471,195,484,83,323,74,479,3
