172,173,174,175,176,177,178,7
18,135,318,305,367,372,416,5
391,467,313,517,421,411,255,0
284,502,493,423,514,359,489,2
128,285,137,291,49,296,498,0
383,198,150,323,265,450,362,6
495,142,152,402,427,441,423,15
124,381,90,240,200,118,369,84
450,69,471,133,463,332,276,233
338,43,375,413,407,484,445,2
330,92,305,517,381,391,408,18
197,376,311,214,267,1,227,470
160,310,343,340,377,372,443,438
88,118,275,147,224,410,256,136
479,342,408,514,300,375,356,515
324,136,474,387,367,51,159,7
235,6,238,399,249,517,84,49
334,169,352,358,333,17,357,405
255,360,45,183,351,111,405,358
29,234,117,105,309,170,61,65
362,62,303,440,16,39,272,4
124,249,385,423,476,63,171,495
22,151,335,60,230,312,498,488
53,482,335,267,378,147,269,434
